CMDLINE C:\Python310\python.exe main.py
MEM 194.281250 1721427666.7333
MEM 194.296875 1721427666.8423
MEM 194.296875 1721427666.9543
MEM 194.296875 1721427667.0653
MEM 194.296875 1721427667.1746
MEM 194.296875 1721427667.2855
MEM 194.312500 1721427667.3965
MEM 194.312500 1721427667.5085
MEM 193.449219 1721427667.6205
MEM 194.312500 1721427667.7313
MEM 194.312500 1721427667.8403
MEM 194.312500 1721427667.9523
MEM 194.312500 1721427668.0633
MEM 194.312500 1721427668.1732
MEM 194.312500 1721427668.2836
MEM 194.312500 1721427668.3932
MEM 194.312500 1721427668.5052
MEM 194.292969 1721427668.6167
MEM 194.292969 1721427668.7262
MEM 194.292969 1721427668.8382
MEM 194.292969 1721427668.9502
MEM 194.292969 1721427669.0612
MEM 194.292969 1721427669.1702
MEM 194.292969 1721427669.2812
MEM 194.292969 1721427669.3902
MEM 193.429688 1721427669.5002
MEM 194.292969 1721427669.6112
MEM 194.292969 1721427669.7222
MEM 194.292969 1721427669.8343
MEM 194.292969 1721427669.9439
MEM 194.292969 1721427670.0536
MEM 194.292969 1721427670.1639
MEM 194.292969 1721427670.2746
MEM 194.292969 1721427670.3862
MEM 194.292969 1721427670.4952
MEM 194.292969 1721427670.6047
MEM 194.292969 1721427670.7122
MEM 194.292969 1721427670.8212
MEM 194.292969 1721427670.9312
MEM 194.292969 1721427671.0396
MEM 194.292969 1721427671.1496
MEM 193.429688 1721427671.2610
MEM 194.292969 1721427671.3722
MEM 194.292969 1721427671.4816
MEM 194.292969 1721427671.5932
MEM 193.640625 1721427671.7012
MEM 194.292969 1721427671.8092
MEM 194.292969 1721427671.9172
MEM 194.292969 1721427672.0266
MEM 194.292969 1721427672.1380
MEM 194.292969 1721427672.2476
MEM 193.429688 1721427672.3591
MEM 194.292969 1721427672.4692
MEM 194.292969 1721427672.5766
MEM 194.292969 1721427672.6866
MEM 193.429688 1721427672.7961
MEM 194.292969 1721427672.9081
MEM 194.292969 1721427673.0191
MEM 194.292969 1721427673.1301
MEM 194.292969 1721427673.2411
MEM 194.292969 1721427673.3501
MEM 194.292969 1721427673.4571
MEM 194.292969 1721427673.5671
MEM 194.292969 1721427673.6765
MEM 194.292969 1721427673.7875
MEM 194.292969 1721427673.8975
MEM 194.292969 1721427674.0091
MEM 193.429688 1721427674.1181
MEM 194.292969 1721427674.2291
MEM 194.292969 1721427674.3411
MEM 194.292969 1721427674.4521
MEM 193.429688 1721427674.5621
MEM 194.292969 1721427674.6721
MEM 194.292969 1721427674.7813
MEM 194.300781 1721427674.8901
MEM 194.300781 1721427674.9995
MEM 194.300781 1721427675.1071
MEM 194.300781 1721427675.2171
MEM 194.300781 1721427675.3281
MEM 194.300781 1721427675.4395
MEM 194.312500 1721427675.5475
MEM 193.449219 1721427675.6571
MEM 194.312500 1721427675.7662
MEM 194.312500 1721427675.8770
MEM 193.574219 1721427675.9891
MEM 194.312500 1721427676.0991
MEM 194.312500 1721427676.2105
MEM 194.312500 1721427676.3220
MEM 194.312500 1721427676.4320
MEM 194.312500 1721427676.5420
MEM 194.285156 1721427676.6512
MEM 193.421875 1721427676.7580
MEM 194.285156 1721427676.8675
MEM 194.285156 1721427676.9790
MEM 194.285156 1721427677.0900
MEM 193.421875 1721427677.1990
MEM 194.285156 1721427677.3100
MEM 194.285156 1721427677.4195
MEM 194.285156 1721427677.5292
MEM 194.285156 1721427677.6382
MEM 194.285156 1721427677.7482
MEM 194.285156 1721427677.8590
MEM 194.285156 1721427677.9680
MEM 194.285156 1721427678.0774
MEM 194.285156 1721427678.1874
MEM 193.421875 1721427678.2970
MEM 194.285156 1721427678.4042
MEM 194.285156 1721427678.5152
MEM 193.421875 1721427678.6230
MEM 194.285156 1721427678.7312
MEM 194.285156 1721427678.8420
MEM 194.285156 1721427678.9520
MEM 193.421875 1721427679.0600
MEM 194.285156 1721427679.1700
MEM 194.285156 1721427679.2780
MEM 194.285156 1721427679.3900
MEM 194.285156 1721427679.5020
MEM 194.285156 1721427679.6110
MEM 194.285156 1721427679.7214
MEM 194.285156 1721427679.8334
MEM 194.285156 1721427679.9449
MEM 193.421875 1721427680.0569
MEM 194.285156 1721427680.1640
MEM 194.285156 1721427680.2750
MEM 193.421875 1721427680.3849
MEM 194.285156 1721427680.4970
MEM 194.285156 1721427680.6089
MEM 194.285156 1721427680.7190
MEM 194.285156 1721427680.8309
MEM 194.285156 1721427680.9429
MEM 194.285156 1721427681.0549
MEM 193.421875 1721427681.1639
MEM 194.285156 1721427681.2729
MEM 194.285156 1721427681.3819
MEM 193.421875 1721427681.4929
MEM 194.285156 1721427681.6049
MEM 194.285156 1721427681.7159
MEM 194.285156 1721427681.8264
MEM 194.285156 1721427681.9383
MEM 194.285156 1721427682.0503
MEM 194.285156 1721427682.1623
MEM 194.285156 1721427682.2723
MEM 194.285156 1721427682.3839
MEM 193.421875 1721427682.4959
MEM 194.285156 1721427682.6069
MEM 194.285156 1721427682.7159
MEM 194.285156 1721427682.8259
MEM 194.285156 1721427682.9379
MEM 194.285156 1721427683.0499
MEM 194.296875 1721427683.1609
MEM 194.296875 1721427683.2679
MEM 194.296875 1721427683.3789
MEM 194.296875 1721427683.4893
MEM 194.296875 1721427683.6003
MEM 194.296875 1721427683.7117
MEM 194.312500 1721427683.8217
MEM 194.312500 1721427683.9337
MEM 194.312500 1721427684.0457
MEM 194.312500 1721427684.1557
MEM 194.312500 1721427684.2657
MEM 194.312500 1721427684.3777
MEM 193.449219 1721427684.4877
MEM 194.312500 1721427684.5977
MEM 194.312500 1721427684.7097
MEM 194.312500 1721427684.8217
MEM 194.285156 1721427684.9337
MEM 194.285156 1721427685.0437
MEM 194.285156 1721427685.1557
MEM 194.285156 1721427685.2677
MEM 194.285156 1721427685.3787
MEM 194.285156 1721427685.4887
MEM 194.285156 1721427685.6007
MEM 193.421875 1721427685.7107
MEM 194.285156 1721427685.8227
MEM 194.285156 1721427685.9347
MEM 194.285156 1721427686.0447
MEM 194.285156 1721427686.1567
MEM 194.285156 1721427686.2687
MEM 194.285156 1721427686.3802
MEM 194.285156 1721427686.4922
MEM 194.285156 1721427686.6042
MEM 194.285156 1721427686.7163
MEM 194.285156 1721427686.8262
MEM 194.285156 1721427686.9382
MEM 194.285156 1721427687.0492
MEM 194.285156 1721427687.1612
MEM 193.421875 1721427687.2719
MEM 194.285156 1721427687.3829
MEM 194.285156 1721427687.4949
MEM 194.285156 1721427687.6059
MEM 193.421875 1721427687.7169
MEM 194.285156 1721427687.8289
MEM 194.285156 1721427687.9409
MEM 194.285156 1721427688.0529
MEM 194.285156 1721427688.1648
MEM 194.285156 1721427688.2754
MEM 194.285156 1721427688.3860
MEM 194.285156 1721427688.4942
MEM 194.285156 1721427688.6042
MEM 193.421875 1721427688.7143
MEM 194.285156 1721427688.8262
MEM 194.285156 1721427688.9372
MEM 194.285156 1721427689.0473
MEM 194.285156 1721427689.1582
MEM 194.300781 1721427689.2666
MEM 186.050781 1721427689.4028
